KG.Code;Katastralgemeinde;EZ;PLZ;Straße;ON;Gst.;Gst.Fl.;ErwArt;Erwerbsdatum;Widmung;Bauklasse;Gebäudehöhe;Bauweise;Zusatz;Schutzzone;Wohnzone;öZ;Bausperre;seit/bis;zuordnung;Geschoße;parz.;VeräußererCode;Erwerbercode;Zähler;Nenner;BJ;TZ;Kaufpreis ;/m² Gfl.;AbbruchfixEU;m³ Abbruch;AbbruchkostEU;FreimachfixEU;Freimachfläche;FreimachkostEU;Baureifgest;% Widmung;Baurecht;Bis;auf EZ;Stammeinlage;sonst_wid;sonst_wid_prz;ber. Kaufpreis;Bauzins
01657;Leopoldstadt;7667;1020;Stadionallee;östlich;1855/392;249;Kaufvertrag;21.01.2021;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;8;9;1;1;;341/21;169320;680;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;169320;
01657;Leopoldstadt;7667;1020;Stadionallee;östlich;1855/392;249;Kaufvertrag;23.12.2020;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Kleingarten;;J;9;9;1;1;1980;341/20;203859;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;203859;
01205;Hietzing;524;1130;Maxingstraße;74;610/10;429;Kaufvertrag;11.01.2021;W;II;;gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;;J;8;8;1;1;;257/21;2300000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;2300000;
01104;Oberlaa Land;1634;1100;Oberlaaer Straße;228;1028/5;2600;Kaufvertrag;18.02.2020;GB;II;;g;BG;FALSCH;FALSCH;FALSCH;FALSCH;;Büro- u./o. Geschäftsgebäude;2;J;8;8;1;1;2000;6232/20;2060000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;2060000;
01305;Meidling;1088;1120;Meidlinger Hauptstraße;57-59;.895/1;2144;Kaufvertrag;28.10.2020;GB;III;;g;EKZ, tw. 13m;FALSCH;FALSCH;FALSCH;FALSCH;;Büro- u./o. Geschäftsgebäude;;J;8;8;1;1;;284/21;16800000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;16800000;
01305;Meidling;1276;1120;Schwenkgasse;25;114/14;586;Kaufvertrag;01.09.2020;W;III;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;3;J;8;8;1;1;1905;400/21;3447300;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;3447300;
01660;Kagran;1525;1220;Erzherzog-Karl-Straße;4;1067/42;641;Kaufvertrag;18.12.2020;GB;II;;g;bausperre § 8 (6);FALSCH;FALSCH;FALSCH;WAHR;;Abbruchobjekt;;J;9;9;1;1;;780/21;1700000;2652,106;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1700000;
01651;Aspern;6727;1220;Verbandsweg;26;1025/71;267;Kaufvertrag;25.01.2021;W;I;6,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;;J;8;9;1;1;2021;720/21;769100;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;769100;
01651;Aspern;2644;1220;Verbandsweg;26A;1025/15;294;Kaufvertrag;09.12.2020;W;I;6,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;;J;8;9;1;1;2021;696/21;825600;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;825600;
01658;Hirschstetten;1917;1220;Stadlauer Straße;23;599/6;684;Kaufvertrag;11.12.2020;GB;II;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;;J;8;8;1;1;2019;393/21;6350000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;6350000;
01658;Hirschstetten;1764;1220;Miriam-Makeba-Gasse;Parz. 17;292/9;395;Kaufvertrag;30.11.2020;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;;J;9;9;1;1;;812/21;385000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;385000;
01301;Altmannsdorf;969;1120;Nauheimergasse;56;294/36;303;Kaufvertrag;23.11.2020;W;I;7,5;gr;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;8;9;1;1;;137/21;349000;1151,815;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;349000;
01304;Hetzendorf;1305;1120;Schlöglgasse;73;147/5;1034;Kaufvertrag;18.12.2020;W;I;7,5;g;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;9;8;1;1;;85/21;900000;870,4062;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;900000;
01305;Meidling;2113;1120;Tichtelgasse;28;.1160;299;Kaufvertrag;01.09.2020;GB;III;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;;J;8;8;1;1;;399/21;1657500;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1657500;
01616;Stammersdorf;2429;1210;Weinsteiggasse;16;2769;98;MA 64-Bescheid;25.02.2021;W;I;4,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;9;1;1;1;;;63700;650;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;63700;
01102;Inzersdorf Stadt;4261;1100;Laxenburger Straße;151 E;850/60;1575;Kaufvertrag;18.06.2020;W;IV;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;8;8;1;1;;6133/20;3360000;2133,333;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;3360000;
01101;Favoriten;3463;1100;Favoritner Gewerbering;11;1605/53;1115;Kaufvertrag;26.05.2020;GB;I;;g;BG;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;3;J;9;8;1;1;1970;6043/20;860000;771,3005;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;860000;
01303;Gaudenzdorf;184;1120;Giestergasse;14;.23;575;Kaufvertrag;27.08.2020;GB;III;13;;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;;N;8;8;1;1;;3511/2020;3900000;7280;55;5200;286000;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;4186000;
01660;Kagran;4619;1220;Fiebrichgasse;1A;1336;776;Baurechtsvertrag;29.10.2020;W;I;6;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;8;8;1;1;;177/21;;16,56;0;0;0;0;0;0;FALSCH;100;WAHR;30.06.2080;4618;FALSCH;;;;EUR 12.850,56
01660;Kagran;2096;1220;Siebenbürgerstraße;43A;1100/54;529;Kaufvertrag;23.10.2020;W;I;7,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;2;J;9;9;1;1;;7121/20;460000;869,5652;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;460000;
01652;Breitenlee;375;1220;Rautenweg;205;203/3;651;Kaufvertrag;28.09.2020;W;I;6,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;9;1;1;;25/21;315000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;315000;
01658;Hirschstetten;714;1220;Eibischweg;54;416/48;659;Kaufvertrag;11.12.2020;W;I;6,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;8;1;1;;107/21;725000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;725000;
01658;Hirschstetten;951;1220;Oberfeldgasse;51;383/97;614;Kaufvertrag;29.10.2020;W;I;6,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;1;J;9;8;1;1;;6796/20;549000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;549000;
01657;Leopoldstadt;3957;1020;Handelskai;422-424;2104/6;1514;Kaufvertrag;23.11.2020;W;III;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;2;J;8;8;1;1;;6048/20;2915000;1925,363;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;2915000;
01657;Leopoldstadt;4484;1020;Böcklinstraße;21;1308/18;754;Kaufvertrag;24.07.2020;W;I;7,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;9;1;1;;6041/20;2700000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;2700000;
01616;Stammersdorf;3754;1210;Wolfersgrünweg;nördlich;3191;2477;Kaufvertrag;26.01.2021;SwwL;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Landwirtsch. Nutzung;;;9;9;1;1;;550/21;8669,5;3,500202;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;8670;
01616;Stammersdorf;3849;1210;Brünner Straße;östlich;1193/1;9778;Kaufvertrag;14.01.2021;L;;;;Bausperre § 8 (1);FALSCH;FALSCH;FALSCH;WAHR;;Landwirtsch. Nutzung;;;9;3;1;1;;611/21;2141382;219;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;2141382;
01616;Stammersdorf;3226;1210;Dr.-Nekowitsch-Straße;5;322/68;733;Kaufvertrag;14.01.2021;W;I;6,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;9;8;1;1;;375/21;451841,8;616,4284;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;451842;
01616;Stammersdorf;811;1210;Obere Jungenberggasse;;2162/1;2392;Kaufvertrag;26.01.2021;SwwL;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Weingarten;;;8;9;1;1;;470/21;65000;27,17391;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;65000;
01209;Ober St.Veit;2462;1130;Am Meisenbühel;5;686/4;1928;Kaufvertrag;07.10.2020;W;I;6,5;o;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;8;8;1;1;;97/21;4700000;2437,759;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;4700000;
01207;Lainz;567;1130;Lainzer Straße;120;8/25;680;Kaufvertrag;28.10.2020;W;I;;o;Schutzzone;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;2;J;9;8;1;4;;3037/20;50000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;50000;
01201;Auhof;429;1130;Pallenbergstraße;14;1212;554;Kaufvertrag;15.01.2020;W;I;6,5;o;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;9;1;1;;104/21;750000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;750000;
01201;Auhof;650;1130;Kleiner Ring;36;949;740;Kaufvertrag;07.01.2021;W;I;6,5;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;2;J;9;8;10;16;;57/21;400000;864,8649;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;400000;
01201;Auhof;1307;1130;Brammergasse;10;2495;453;Kaufvertrag;25.11.2020;W;I;6,5;gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;8;9;1;1;;196/21;500000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;500000;
01806;Mauer;5561;1230;Rysergasse;60;1296/7;886;Kaufvertrag;18.11.2020;W;I;6,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;8;1;1;;6033/20;1100000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1100000;
01807;Rodaun;799;1230;Feldgasse;7-9;207/79;1540;Kaufvertrag;11.11.2020;W;I;6,5;o;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;1;J;9;9;1;1;;26/21;1685000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1685000;
01613;Leopoldau;719;1210;Leopoldauer Straße;195;1274/2;1828;Kaufvertrag;16.12.2020;GB;I;;g;50%;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;1;J;9;8;1;1;;5740/20;899000;491,7943;0;0;0;0;0;0;FALSCH;20;FALSCH;;;FALSCH;Sww;80;899000;
01606;Groß Jedlersdorf I;1904;1210;Loschmidtgasse;21;572/28;502;Kaufvertrag;09.12.2020;W;I;6,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;9;1;2;;5641/20;130000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;130000;
01606;Groß Jedlersdorf I;1681;1210;Achardgasse;32;506/14;475;Kaufvertrag;14.09.2020;W;I;6,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;;J;9;9;1;1;;204/21;335000;705,2632;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;335000;
01616;Stammersdorf;3350;1210;Brünner Straße;362;2897;1705;Kaufvertrag;07.10.2020;0;;;;Bausperre § 8 (1);FALSCH;FALSCH;FALSCH;WAHR;;unbebaut;;;9;9;1;1;;450/21;180000;105,5718;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;180000;
01617;Strebersdorf;1104;1210;Strebersdorfer Straße;155;.89/1;443;Kaufvertrag;03.12.2020;GB;I;4,5;g;Schutzzone;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;9;9;1;1;;38/21;287500;648,9842;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;287500;
01614;Schwarze Lackenau;689;1210;Am Hubertusdamm;92;19/105;517;Kaufvertrag;11.05.2020;W;I;6,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;8;9;1;1;;5196/20;678727,5;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;678728;
01603;Donaufeld;57;1210;Schenkendorfgasse;62;356/2;629;Kaufvertrag;24.06.2020;W;III;;g;tw. GB;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;6;J;8;8;1;1;;5081/20;4275000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;4275000;
01603;Donaufeld;1121;1210;Spanngasse;6;2089/1;813;Kaufvertrag;27.11.2020;W;I;6,5;o gk;150 m²;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;2;J;9;8;1;1;;5756/20;1275000;1568,266;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1275000;
01657;Leopoldstadt;4442;1020;Sebastian-Kneipp-Gasse;14;1473/212;723;Kaufvertrag;08.06.2020;W;IV;18,5;g;Wohnzone;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;;J;9;8;1;2;;428/21;1430000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1430000;
01668;Süßenbrunn;649;1220;Larischgasse;4;173/39;916;Kaufvertrag;22.04.2020;W;I;6,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;;J;8;8;1;1;;949/21;990000;1080,786;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;990000;
01105;Oberlaa Stadt;304;1100;Laaer - Berg - Straße;102-104;1238/6;4;Magistratsbeschluss;01.03.2021;W;III;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;1;3;1;1;;;5600;1400;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;5600;
01104;Oberlaa Land;1949;1100;ggüb . Rothneusiedler Gasse;6;417/1;15248;Kaufvertrag;09.04.2020;L;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;9;8;1;1;;6047/20;3029777;198,7;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;3029777;
01104;Oberlaa Land;646;1100;Franzosenweg;28;858/11;655;Kaufvertrag;04.05.2020;W;I;7,5;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;1;J;9;9;1;1;1960;5336/20;431500;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;431500;
01102;Inzersdorf Stadt;4208;1100;Sahulkastraße;23;759/520;249;Kaufvertrag;22.06.2020;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;9;1;1;2016;6569/20;570000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;570000;
01002;Alsergrund;1337;1090;Stroheckgasse;5;1306/2;245;Kaufvertrag;21.04.2020;W;IV;;g;Wohnzone;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus leer;4;J;9;8;1;1;1900;2155/20;1500000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1500000;
01210;Penzing;84;1140;Penzinger Straße;73;744;8;Magistratsbeschluss;26.02.2021;W;I;;g;"tw. 4,5m; Schutzzone";FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;1;8;1;1;;;6800;850;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;6800;
01805;Liesing;477;1230;Breitenfurter Straße;390;426/1;1907;Kaufvertrag;15.01.2021;W;I;7,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;2;J;9;8;1;1;;237/21;1050000;550,603;0;0;0;0;0;0;FALSCH;50;FALSCH;;;FALSCH;WI 4,5 o;50;1050000;
01801;Atzgersdorf;1605;1230;Gastgebgasse;23;836/22;1188;Kaufvertrag;22.12.2020;GB;III;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;9;8;1;1;;6446/20;1360640;1145,32;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1360640;
01210;Penzing;1894;1140;Hustergasse;16;834;531;Kaufvertrag;04.12.2020;W;IV;18,0;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;4;J;8;8;1;1;;815/21;2625000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;2625000;
01302;Fünfhaus;1136;1150;Johnstraße;85;206/346;702;Kaufvertrag;25.01.2021;GB;III;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Büro- u./o. Geschäftsgebäude;5;J;8;8;1;1;;685/21;4095504;;0;0;0;0;0;0;FALSCH;70;FALSCH;;;FALSCH;GBI 4,5g;30;4095504;
01103;Kaiserebersdorf;2806;1110;Ailecgasse;;2031/6;2035;Kaufvertrag;03.03.2021;GB;II;;g;BG;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;5;8;1;1;;2712/2021;394790;194;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;394790;
01105;Oberlaa Stadt;90;1100;Laaer-Berg-Straße;100-104;1238/7;188;MA 64-Bescheid;04.03.2021;W;III;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;N;1;8;1;1;;;263200;1400;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;263200;
01107;Simmering;3955;1110;hinter Hallergasse;12;1970/1;3;Kaufvertrag;27.01.2021;Epk;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;N;7;1;1;1;;;390;130;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;390;
01605;Floridsdorf;488;1210;Jedleseer Straße;33;488/44;765;Kaufvertrag;13.11.2020;W;I;7,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;2;J;9;9;1;1;;174/11;585000;764,7059;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;585000;
01609;Jedlesee;720;1210;Karl-Gramm-Gasse;12;240/34;723;Kaufvertrag;16.12.2020;W;I;7,5;gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;9;1;2;;274/21;250000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;250000;
01616;Stammersdorf;4063;1210;Hochfeldstraße;21;1268/16;576;Kaufvertrag;26.08.2020;W;I;6,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;1;J;9;9;1;1;;328/21;456000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;456000;
01606;Groß Jedlersdorf I;1668;1210;Holetschekgasse;79;506/17;796;Kaufvertrag;10.09.2020;W;I;6,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;9;9;1;1;;167/21;375000;471,1055;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;375000;
01613;Leopoldau;632;1210;Ruthnergasse;18;1486/4;615;Kaufvertrag;25.11.2020;GB;III;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;2;J;9;8;1;1;;260/21;1250000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1250000;
01603;Donaufeld;43;1210;Leopoldauer Straße;58;1353;761;Kaufvertrag;23.10.2020;GB;III;;g;BG;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;1;J;9;8;1;1;;326/21;650000;854,1393;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;650000;
01803;Inzersdorf;1663;1230;Anton-Baumgartner-Straße;33;512/107;494;Kaufvertrag;11.12.2020;W;I;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;8;8;1;1;;291/21;1470000;2975,708;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1470000;
01306;Rudolfsheim;1352;1150;Wieningerplatz;9;.864;704;Kaufvertrag;18.12.2020;W;III;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;;J;9;8;1;1;;236/21;3120000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;3120000;
01201;Auhof;613;1130;Großer Ring;47;1397/4;2;MA 64-Bescheid;25.05.2020;W;I;6,5;gk;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;1;9;1;1;;;2400;1200;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;2400;
01209;Ober St.Veit;599;1130;Stock im Weg;5;835;2;MA 64-Bescheid;30.12.2020;Spk;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;;8;1;1;1;;;400;200;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;400;
01209;Ober St.Veit;3128;1130;Wlassakstraße;106;972/10;10;MA 64-Bescheid;23.12.2020;Ekl;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;N;1;9;1;1;;;4500;450;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;4500;
01209;Ober St.Veit;140;1130;Hietzinger Hauptstraße;148;278/3;1529;Kaufvertrag;30.12.2020;W;I;7,5;g;tw. Schutzzone;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;;J;9;8;1;1;;369/21;5200000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;5200000;
01613;Leopoldau;7380;1210;Wolfgang-Riese-Gasse;8A;370/1;2173;Kaufvertrag;28.09.2020;W;I;6,5;g;50%;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;8;8;1;1;;465/21;3280000;1508,74;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;3280000;
01613;Leopoldau;507;1210;Wolfgang-Riese-Gasse;8A;370/1;2877;Kaufvertrag;01.07.2020;W;I;6,5;g;50%;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;9;8;1;1;;465/21;2400000;834,2023;0;0;0;0;0;0;FALSCH;80;FALSCH;;;FALSCH;GS 100 m²;20;2400000;
01613;Leopoldau;26;1210;Leopoldauer Platz;26;77/1;559;Kaufvertrag;02.12.2020;GB;I;;g;tw. Schutzzone;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;3;J;8;8;1;1;;529/21;2200000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;2200000;
01510;Pötzleinsdorf;1053;1180;Utopiaweg;10;602/16;526;Kaufvertrag;24.01.2020;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Kleingarten;;;8;9;1;1;;1349/2020;650000;1235,741;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;650000;
01510;Pötzleinsdorf;2166;1180;Buchleitenweg;;602/17;433;Kaufvertrag;24.01.2020;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;8;9;1;1;;1349/2020;550000;1270,208;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;550000;
01510;Pötzleinsdorf;2167;1180;Buchleitenweg;;602/19;432;Kaufvertrag;24.01.2020;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;8;9;1;1;;1349/2020;550000;1273,148;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;550000;
01510;Pötzleinsdorf;164;1180;Utopiaweg;14;603/22;382;Kaufvertrag;17.12.2020;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;9;9;1;1;;5763/2020;600000;1570,681;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;600000;
01658;Hirschstetten;1990;1220;Erzherzog-Karl-Straße;176;341/106;2961;Kaufvertrag;17.02.2021;GB;II;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;8;8;1;1;;1115/21;5675000;1916,582;0;0;0;0;0;0;FALSCH;100;WAHR;31.12.2098;1228;FALSCH;;;5675000;
01665;Stadlau;2826;1220;Kirschenalleeweg;63;495/9;236;Kaufvertrag;22.12.2020;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;9;9;1;1;;1053/21;125080;530;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;125080;
01660;Kagran;1402;1220;Breitenleer Straße;20;631/1;1584;Kaufvertrag;21.04.2020;GB;VI;24,0;;StrE;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;N;9;8;1;1;;1037/21;1400000;883,8384;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1400000;
01654;Eßling;2838;1220;Gänseblümchenweg;34;529/220;516;Kaufvertrag;12.02.2021;W;I;6,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Kleingarten;;J;8;9;1;1;;1024/21;475000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;475000;
01806;Mauer;5525;1230;Rudolf-Waisenhorn-Gasse;148;1383/2;720;Kaufvertrag;29.09.2020;W;I;6,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;3;J;9;8;1;1;;6276/20;868000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;868000;
