KG.Code;Katastralgemeinde;EZ;PLZ;Straße;ON;Gst.;Gst.Fl.;ErwArt;Erwerbsdatum;Widmung;Bauklasse;Gebäudehöhe;Bauweise;Zusatz;Schutzzone;Wohnzone;öZ;Bausperre;seit/bis;zuordnung;Geschoße;parz.;VeräußererCode;Erwerbercode;Zähler;Nenner;BJ;TZ;Kaufpreis ;/m² Gfl.;AbbruchfixEU;m³ Abbruch;AbbruchkostEU;FreimachfixEU;Freimachfläche;FreimachkostEU;Baureifgest;% Widmung;Baurecht;Bis;auf EZ;Stammeinlage;sonst_wid;sonst_wid_prz;ber. Kaufpreis;Bauzins
01102;Inzersdorf Stadt;3806;1100;ggüb . Sahulkastraße;44;759/330;347;Kaufvertrag;08.10.2020;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;9;1;1;1980;1306/21;200000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;200000;
01104;Oberlaa Land;14;1100;Untrelaaer Straße;;2071/1;3583;Kaufvertrag;12.01.2021;L;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;N;9;3;1;1;;1315/21;1307795;365;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1307795;
01105;Oberlaa Stadt;1073;1100;Nielrosenweg;24;3003/2;431;Kaufvertrag;29.06.2020;W;I;7,5;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;9;1;1;1970;1360/21;600000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;600000;
01104;Oberlaa Land;1954;1100;westl . U. östl . Unterlaaer Str .;19;2059/1;15382;Kaufvertrag;24.09.2020;L;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;N;9;8;1;1;;748/21;6000000;390,0663;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;6000000;
01107;Simmering;3133;1110;Modecenterstraße;15;1561/15;475;Kaufvertrag;07.11.2022;GB;II;;g;BG;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;1;8;1;1;;;232750;490;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;232750;
01102;Inzersdorf Stadt;3918;1100;Gutheil-Schoder-Gasse;7A;627/90;3444;Kaufvertrag;22.12.2021;GB;II;;g;GV;FALSCH;FALSCH;FALSCH;FALSCH;;Büro- u./o. Geschäftsgebäude;3;J;8;8;1;1;;3092/22;10800000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;10800000;
01808;Siebenhirten;753;1230;Stipcakgasse;38;56/15;556;Kaufvertrag;25.05.2022;W;I;7,5;o gk;180 m2;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;2;J;9;8;1;1;;3608/22;550000;989,2086;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;550000;
01102;Inzersdorf Stadt;50;1100;Troststraße;109-111;783/86;18341;Kaufvertrag;29.08.2022;GB;III;14,0;g;BG;FALSCH;FALSCH;FALSCH;FALSCH;;Betriebsobjekt;;J;8;8;1;1;;4017/22;57000000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;57000000;
01107;Simmering;4029;1110;Haidestraße;11/288;1287/257;247;Kaufvertrag;29.07.2022;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;;J;9;9;1;1;;10170/22;225000;910,9312;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;225000;
01103;Kaiserebersdorf;2933;1110;Sofie-Lazarsfeld-Straße;4;2023/1;3471;Kaufvertrag;12.09.2022;GB;II;;g;BG;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;9;9;1;1;;10360/22;895461,6;257,9839;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;895462;
01801;Atzgersdorf;268;1230;Leopoldigasse;4A-6;445/15;461;Kaufvertrag;11.10.2022;W;I;7,5;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;1;J;9;8;1;1;;3734/22;500000;1084,599;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;500000;
01802;Erlaa;400;1230;Bobiesgasse;21;218/120;552;Kaufvertrag;11.10.2022;W;I;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;1;J;9;8;1;1;;3574/22;1650000;2989,13;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1650000;
01002;Alsergrund;63;1090;Badgasse;2;864;977;Kaufvertrag;09.09.2022;W;IV;18,0;g;tw. Wohnzone;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;5;J;8;8;1;1;1904;3531/22;27000000;;0;0;0;0;0;0;FALSCH;60;FALSCH;;;FALSCH;W III g;40;27000000;
01405;Ottakring;901;1160;Wurlitzergasse;24;1985/4;489;Kaufvertrag;15.11.2022;W;III;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;;J;9;8;1;1;1905;6039/22;4425000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;4425000;
01103;Kaiserebersdorf;2740;1110;Etrichstraße;44/38;1688/57;412;Kaufvertrag;25.08.2022;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Kleingarten;;J;9;9;1;1;;10782/22;240000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;240000;
01201;Auhof;2018;1130;Buchbindergasse;12;2276;690;Kaufvertrag;03.08.2022;W;I;6,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;9;1;1;1986;2281/22;1210000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1210000;
01304;Hetzendorf;1227;1120;Benyastraße;15;611;1000;Kaufvertrag;18.08.2022;GB;I;;g;BG;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;;J;8;8;1;1;;2734/22;1000000;1000;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1000000;
01304;Hetzendorf;1232;1120;Benyastraße;13;610;1000;Kaufvertrag;19.07.2022;GB;I;7,5;g;BG;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;1;J;9;8;1;1;;2732/22;1000000;1000;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1000000;
01304;Hetzendorf;1226;1120;Benyastraße;11;609;800;Kaufvertrag;18.08.2022;GB;I;7,5;g;BG;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;8;8;1;1;;2733/22;800000;1000;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;800000;
01654;Eßling;5872;1220;Eßlinger Hauptstraße;82;185/2;113;MA 64-Bescheid;23.11.2021;GB;I;7,5;g;50%;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;3;1;1;1;;;87010;770;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;87010;
01660;Kagran;864;1220;Attemsgasse;34-38;949/16;146;MA 64-Bescheid;22.11.2021;GB;III;;g;GF;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;N;1;6;1;1;;;77380;530;0;0;0;0;0;0;FALSCH;50;FALSCH;;;FALSCH;"GBGF2g
GBGFI 5g";"30
20";77380;
01104;Oberlaa Land;436;1100;Himberger Straße;41;898/19;588;Kaufvertrag;09.03.2020;GB;I;7,5;g;"60%;Bausperre § 8 (2)";FALSCH;FALSCH;FALSCH;WAHR;;Abbruchobjekt;2;J;9;8;1;1;;4636/20;1000000;1700,68;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1000000;
01805;Liesing;97;1230;Breitenfurter Straße;393;193;569;Kaufvertrag;01.07.2021;GB;;;;StrG;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;2;J;9;8;1;1;;3726/21;2300000;4042,179;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;2300000;
01665;Stadlau;2296;1220;Industriestraße;176/8;437/8;268;Kaufvertrag;04.10.2021;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Kleingarten;1;J;9;9;1;1;;6272/21;423000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;423000;
01651;Aspern;4370;1220;Am Mühlwasser;81;1087/3;332;Kaufvertrag;28.09.2021;W;I;6,5;o gk;200 m²;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;1;J;9;9;1;1;;6098/21;505000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;505000;
01654;Eßling;2610;1220;Bambergergasse;70;306/50;550;Kaufvertrag;06.10.2021;W;I;6,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;9;9;1;1;;5962/21;562325;1022,409;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;562325;
01510;Pötzleinsdorf;589;1190;Dr.-Heirich-Maier-Straße;15;65/1;898;Kaufvertrag;05.01.2022;W;I;7,5;gr;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;9;1;1;1970;1843/21;2175000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;2175000;
01510;Pötzleinsdorf;1394;1190;Naffgasse;33;632/58;469;Kaufvertrag;03.03.2021;W;I;7,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;9;1;1;1950;1868/21;1000000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1000000;
01508;Oberdöbling;2065;1190;Hans-Richter-Gasse;6;866/9;21;Kaufvertrag;28.04.2021;W;II;10,5;o;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;8;9;1;1;;2667/21;1000;47,61905;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1000;
01513;Untersievering;240;1190;Kaasgrabengasse;45;681/1;1546;Kaufvertrag;12.04.2021;W;I;7,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;9;1;1;1930;2236/21;3150000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;3150000;
01509;Obersievering;34;1190;Sieveringer  Straße;255;20/1;1300;Kaufvertrag;22.04.2021;W;I;7,5;o;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;3;J;9;8;1;1;1998;2598/21;3500000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;3500000;
01509;Obersievering;51;1190;Sieveringer Straße;251;31/3;480;Kaufvertrag;01.12.2020;W;I;4,5;g;Schutzzone;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;1;J;8;9;1;1;2018;837/21;3200000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;3200000;
01404;Neuwaldegg;386;1170;Kreuzwiesengasse;7 A - B;206/8;1110;Kaufvertrag;15.09.2020;W;I;7,5;o;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;;J;9;8;1;1;;6044/20;2350000;2117,117;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;2350000;
01506;Neustift am Walde;19;1190;Rathstraße;38;159/1;584;Kaufvertrag;15.03.2021;W;I;4,5;g;Schutzzone;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;2;J;9;8;1;1;1950;1460/21;900000;1541,096;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;900000;
01658;Hirschstetten;651;1220;Arnikaweg;19;421/13;528;Kaufvertrag;17.08.2022;W;I;6,5;ogk;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;9;1;1;;6237/22;775000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;775000;
01651;Aspern;134;1220;Aspernstraße;132;510;2961;Kaufvertrag;02.09.2022;GB;I;7,5;g;70%;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;;N;9;9;1;1;;6581/22;4450000;1502,871;0;0;0;0;0;0;FALSCH;20;FALSCH;;;FALSCH;W I 7,5m g;70;4450000;
01651;Aspern;2121;1220;Lannesstraße;70;719/58;666;Kaufvertrag;07.09.2022;W;I;6,0;ogk;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;1;J;9;9;1;1;;6435/22;700000;1051,051;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;700000;
01665;Stadlau;1939;1220;Pappelweg;22;283/11;508;Kaufvertrag;12.08.2022;W;I;6,0;ogk;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;1;J;9;9;1;1;;6539/22;508000;1000;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;508000;
01660;Kagran;1172;1220;Zwerchäckerweg;49;490/7;821;Kaufvertrag;18.08.2022;W;I;6,5;ogk;150m²;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;;9;9;1;1;;6181/22;760000;925,7004;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;760000;
01616;Stammersdorf;1077;1210;Obere Jungenberggasse;;2409/1;2255;Kaufvertrag;03.10.2022;SwwL;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Weingarten;;;8;9;1;1;;4522/22;75000;33,25942;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;75000;
01503;Heiligenstadt;452;1190;Wildgrubgasse;;785;2879;Kaufvertrag;09.07.2021;Sww;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Weingarten;;;8;8;18;60;;4339/21;50000;57,89047;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;50000;
01503;Heiligenstadt;360;1190;Wildgrubgasse;44;805/1;2129;Kaufvertrag;09.07.2021;Sww;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;3;;8;8;1;1;;4331/21;3900000;87,41259;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;3900000;
01660;Kagran;4528;1220;Breitenleer Straße;58B/21;611/21;308;Kaufvertrag;14.10.2021;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;8;9;1;1;2021;6836/21;571000;;0;0;0;0;0;0;FALSCH;100;WAHR;31.12.2117;4484;FALSCH;;;571000;
01657;Leopoldstadt;7725;1020;Stadionallee;Parz. 7;1855/575;442;Kaufvertrag;02.11.2021;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;9;9;1;1;;5935/21;350560;793,1222;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;350560;
01306;Rudolfsheim;565;1150;Johnstraße;22;402;694;Kaufvertrag;12.08.2021;GB;IV;18,0;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;7;J;8;8;1;1;;5058/21;5500000;;0;0;0;0;0;0;FALSCH;80;FALSCH;;;FALSCH;GB3g;20;5500000;
01307;Sechshaus;58;1150;Rauchfangkehrergasse;30;43;1562;Kaufvertrag;05.08.2021;GB;III;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;9;8;1;1;;4939/21;3562000;2280,41;0;0;0;0;0;0;FALSCH;30;FALSCH;;;FALSCH;GBGV1 4,5g;70;3562000;
01207;Lainz;768;1130;Pacassistraße;72;221/1;500;Kaufvertrag;09.11.2021;W;I;7,5;o;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;9;9;1;1;;2767/21;1725000;3450;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1725000;
01803;Inzersdorf;2766;1230;Johann-Gottek-Gasse;24;517/269;505;Kaufvertrag;25.06.2021;W;I;7,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;9;9;1;1;;3561/21;450000;891,0891;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;450000;
01801;Atzgersdorf;988;1230;Breitenfurter Straße;200;818/1;1223;Kaufvertrag;18.08.2021;W;III;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;9;1;1;;3759/21;700000;;0;0;0;0;0;0;FALSCH;30;FALSCH;;;FALSCH;WI 4,5g;70;700000;
01805;Liesing;369;1230;Khekgasse;55;354/172;486;Kaufvertrag;01.09.2021;W;II;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;2;J;9;8;1;1;;4084/21;725000;1491,77;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;725000;
01104;Oberlaa Land;1259;1100;Laaer-Berg-Straße;318;2406/8;517;Kaufvertrag;18.03.2021;GB;I;6,0;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;1;J;9;8;1;1;1950;2643/21;230000;444,8743;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;230000;
01803;Inzersdorf;3309;1230;Granergasse;12;1620/45;613;GR Beschluss;20.12.2021;W;I;6,5;o;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;;J;1;9;1;1;;;;16,08;0;0;0;0;0;0;FALSCH;100;WAHR;31.12.2082;3265;FALSCH;;;;EUR 9.857,04
01104;Oberlaa Land;1554;1100;Feßlergasse;14;898/33;1450;Kaufvertrag;29.06.2021;GB;I;6,5;g;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;9;8;1;1;;4671/21;3000000;2068,966;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;3000000;
01105;Oberlaa Stadt;1083;1100;Victor-Gruen-Gasse;34;2775;504;Kaufvertrag;23.03.2021;GS;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;9;9;1;1;;1715/21;311000;617,0635;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;311000;
01805;Liesing;95;1230;Breitenfurter Straße;391-393;663/1;52;GRA Beschluss;08.11.2021;GB;;;;StrG;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;1;8;1;1;;;235560;4530;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;235560;
01652;Breitenlee;747;1220;Am Heidjöchl;25;569/14;517;Kaufvertrag;15.10.2021;W;I;6,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;8;9;1;1;;7166/21;450000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;450000;
01620;Brigittenau;4204;1200;Universumstraße;58;3162/27;470;Kaufvertrag;03.11.2021;GB;IV;;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;;J;8;8;1;1;1909;6105/21;4376000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;4376000;
01617;Strebersdorf;133;1210;Friedrich-Klauner-Gasse;9;136/1;634;Kaufvertrag;30.07.2021;W;I;4,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;9;9;1;1;;6040/21;300000;473,1861;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;300000;
01616;Stammersdorf;3845;1210;Dr.-Skala-Straße;11;657/17;577;Kaufvertrag;30.08.2021;GB;I;7,5;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;8;1;1;;5126/21;830000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;830000;
01616;Stammersdorf;2911;1210;Johann-Weber-Straße;12;712/40;408;Kaufvertrag;07.09.2021;W;I;6,5;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;2;J;9;8;1;1;;5327/21;660000;1617,647;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;660000;
01405;Ottakring;338;1160;Wilhelminenstraße;184;562/1;941;Kaufvertrag;10.09.2021;W;I;7,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;;J;9;8;1;1;;5857/21;690000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;690000;
01514;Währing;320;1180;Währinger Straße;88;198/2;493;Kaufvertrag;16.09.2021;GB;III;13;g;"GV; Schutzzone";FALSCH;FALSCH;FALSCH;FALSCH;;Mietwohnhaus voll/tw. vermietet;;J;9;9;1;1;;5417/21;3210000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;3210000;
01501;Gersthof;787;1180;Scheidlstraße;54;183/10;479;Kaufvertrag;10.01.2020;W;II;10,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Villa;3;J;9;9;1;2;;1272/20;900000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;900000;
01654;Eßling;2993;1220;Schafflerhofstraße;163;395/349;516;Kaufvertrag;10.02.2022;W;I;6,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;2;J;9;9;1;1;;1192/22;516000;1000;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;516000;
01305;Meidling;133;1120;Albrechtsbergergasse;29;.140;478;Kaufvertrag;25.01.2022;GB;III;13;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;;J;9;8;2;3;;435/22;896000;2811,716;0;0;0;0;0;0;FALSCH;40;FALSCH;;;FALSCH;GBGVI 6,5g;60;896000;
01006;Landstraße;54;1030;Adolf -Blamauer - Gasse;;1241/39;205;MA 64-Bescheid;08.03.2022;W;V;+49,0;g;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;N;13;8;1;1;;;165025;805;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;165025;
01006;Landstraße;54;1030;Adol -Blamauer -Gasse;;1241/39;39;MA 64-Bescheid;08.03.2022;Epk;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;N;13;8;1;1;;;5850;150;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;5850;
01806;Mauer;490;1230;Gebirgsgasse;nördlich;790;1878;Kaufvertrag;12.10.2021;Sww;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;;9;9;1;1;;649/22;216161;115,1017;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;216161;
01806;Mauer;491;1230;Gebirgsgasse;nördlich;791/2;1719;Kaufvertrag;12.10.2021;Sww;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;;9;9;1;1;;649/22;152788;88,8819;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;152788;
01806;Mauer;6032;1230;Gebirgsgasse;nördlich;795/2;2487;Kaufvertrag;12.10.2021;Sww;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;;9;9;1;1;;649/22;221051;88,88259;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;221051;
01660;Kagran;781;1220;Campingplatzweg;;499;13534;Kaufvertrag;14.12.2021;Ebh;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;;9;9;1;1;;1301/22;400000;29,55519;0;0;0;0;0;0;FALSCH;60;FALSCH;;;FALSCH;"Bausperre
8/1";40;400000;
01665;Stadlau;2581;1220;Steinberg-Frank-Weg;Parz. 95;567/115;365;Kaufvertrag;25.01.2022;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;;J;9;9;1;1;;1838/22;500000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;500000;
01660;Kagran;2156;1220;Siebenbürgerstraße;31B;1100/32;303;Kaufvertrag;14.12.2021;W;I;7,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;;J;8;8;1;1;2022;1717/22;992213;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;992213;
01654;Eßling;5355;1220;Gänseblümchenweg;43;529/253;532;Kaufvertrag;28.01.2022;W;I;6,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;9;1;1;;1728/22;603000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;603000;
01665;Stadlau;1845;1220;Industriestraße;142A;494/60;628;Kaufvertrag;18.02.2022;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;2;J;9;8;1;1;;1579/22;750000;1194,267;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;750000;
01652;Breitenlee;689;1220;Pfalzgasse;91;477/25;561;Kaufvertrag;26.02.2021;W;I;6;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;9;1;1;;736/22;605000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;605000;
01652;Breitenlee;622;1220;Ziegelhofstraße;134;165/12;1064;Kaufvertrag;27.12.2021;W;I;6,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Abbruchobjekt;2;J;9;9;1;1;;1430/22;1000000;939,8496;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1000000;
01201;Auhof;520;1130;Hermesstraße;21;1309/1;554;Kaufvertrag;11.08.2021;W;I;6,5;g;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;3;J;9;9;2;3;;413/22;320000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;320000;
01806;Mauer;1866;1230;Haymogasse;80A;387/1;1245;Kaufvertrag;18.06.2021;W;I;6,5;o;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;9;1;2;;576/22;650000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;650000;
01804;Kalksburg;461;1230;Zangerlestraße;10-12;434/9;1352;Kaufvertrag;23.12.2021;W;I;6,5;o gk;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;2;J;9;9;1;1;;573/22;1370000;;0;0;0;0;0;0;FALSCH;100;FALSCH;;;FALSCH;;;1370000;
01660;Kagran;4521;1220;Breitenleer Straße;58b/14;611/14;273;Kaufvertrag;18.05.2022;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;;J;8;9;1;1;2022;3858/22;525000;;0;0;0;0;0;0;FALSCH;100;WAHR;31.12.2117;4477;FALSCH;;;525000;
01660;Kagran;4529;1220;Breitenleer Straße;58b/22;611/22;308;Kaufvertrag;03.03.2022;Eklw;;;;;FALSCH;FALSCH;FALSCH;FALSCH;;Ein-, Zweifamilienhaus;;J;8;9;1;1;2022;3762/22;537500;;0;0;0;0;0;0;FALSCH;100;WAHR;31.12.2117;4485;FALSCH;;;537500;
01660;Kagran;4677;1220;Attemsgasse;42;933;1434;Baurechtsvertrag;18.12.2020;W;IV;;g;GF;FALSCH;FALSCH;FALSCH;FALSCH;;unbebaut;;J;8;3;1;1;;3776/22;;37,65272;0;0;0;0;0;0;FALSCH;100;WAHR;17.06.2121;90;FALSCH;;;;EUR 53.994,00
